,user_id,plan,start_date,end_date,status
S54385,U30756,Premium,4/23/2024,,Active
S54386,U3167,Premium,1/17/2024,,Active
S54387,U27491,Basic,5/7/2023,,Active
S54388,U41147,Standard,8/19/2021,,Active
S54389,U33240,Basic,2/8/2024,7/18/2024,Cancelled
S54390,U10604,Basic,2/21/2021,2/26/2024,Expired
S54391,U16169,Standard,2/22/2024,3/22/2024,Cancelled
S54392,U21692,Basic,5/26/2024,9/11/2025,Expired
S54393,U12519,Premium,12/21/2021,9/29/2023,Cancelled
S54394,U5098,Premium,6/17/2022,8/13/2022,Cancelled
S54395,U29885,Standard,12/28/2025,1/3/2026,Cancelled
S54396,U35751,Basic,7/4/2023,,Active
S54397,U34817,Standard,12/9/2024,2/6/2025,Expired
S54398,U384,Basic,1/1/2022,,Active
S54399,U46198,Basic,11/29/2025,12/8/2025,Expired
S54400,U26352,Standard,12/12/2022,9/19/2023,Expired
S54401,U42508,Basic,5/21/2023,3/10/2024,Expired
S54402,U13577,Basic,3/20/2023,7/24/2025,Expired
S54403,U13830,Standard,1/15/2022,1/23/2022,Cancelled
S54404,U44760,Basic,8/25/2023,10/28/2023,Expired
S54405,U5797,Premium,10/28/2023,,Active
S54406,U48334,Standard,6/23/2024,4/14/2025,Cancelled
S54407,U12566,Standard,8/18/2020,6/25/2023,Cancelled
S54408,U380,Standard,5/13/2025,10/24/2025,Cancelled
S54409,U39204,Premium,1/6/2023,5/16/2025,Cancelled
S54410,U17502,Premium,10/9/2022,3/15/2025,Cancelled
S54411,U35236,Standard,11/13/2021,3/1/2022,Expired
S54412,U46506,Standard,2/27/2023,,Active
S54413,U27999,Standard,4/26/2021,5/22/2023,Cancelled
S54414,U4281,Standard,12/25/2022,12/7/2023,Cancelled
S54415,U26437,Basic,2/26/2023,,Active
S54416,U36489,Standard,6/18/2024,8/1/2024,Cancelled
S54417,U47065,Standard,12/22/2020,7/5/2022,Cancelled
S54418,U35181,Premium,11/30/2024,12/31/2025,Cancelled
S54419,U22440,Standard,7/22/2020,,Active
S54420,U49589,Standard,7/31/2020,10/8/2021,Cancelled
S54421,U11029,Standard,2/4/2023,,Active
S54422,U1657,Premium,6/15/2023,6/16/2024,Cancelled
S54423,U7760,Basic,3/16/2020,,Active
S54424,U48516,Standard,10/11/2025,12/12/2025,Cancelled
S54425,U48913,Standard,6/16/2025,6/26/2025,Expired
S54426,U31380,Premium,6/18/2021,,Active
S54427,U22416,Premium,8/16/2021,,Active
S54428,U21100,Standard,2/19/2020,4/27/2020,Expired
S54429,U17663,Basic,12/29/2022,8/26/2024,Cancelled
S54430,U46249,Premium,7/6/2021,5/21/2025,Cancelled
S54431,U24862,Standard,11/21/2022,2/14/2024,Cancelled
S54432,U37096,Basic,5/15/2024,,Active
S54433,U48819,Standard,4/23/2022,,Active
S54434,U11022,Standard,7/14/2020,,Active
S54435,U24795,Standard,11/29/2025,,Active
S54436,U17513,Basic,11/2/2022,9/14/2024,Expired
S54437,U13357,Standard,11/7/2021,8/30/2024,Cancelled
S54438,U12480,Premium,3/5/2021,6/2/2023,Expired
S54439,U6524,Premium,9/17/2025,1/5/2026,Cancelled
S54440,U36370,Standard,12/25/2025,,Active
S54441,U7404,Basic,1/29/2022,5/21/2023,Expired
S54442,U24926,Basic,4/12/2021,,Active
S54443,U26711,Standard,5/13/2021,,Active
S54444,U10194,Standard,10/8/2023,7/19/2024,Expired
S54445,U39063,Standard,12/15/2020,,Active
S54446,U39683,Basic,3/24/2023,6/26/2023,Cancelled
S54447,U5514,Basic,10/10/2022,10/6/2023,Cancelled
S54448,U30800,Standard,3/7/2023,,Active
S54449,U34698,Premium,11/3/2020,1/31/2023,Cancelled
S54450,U13465,Basic,4/10/2024,5/29/2025,Cancelled
S54451,U32814,Premium,3/29/2024,7/10/2025,Expired
S54452,U9474,Basic,3/1/2023,,Active
S54453,U17190,Standard,1/7/2026,1/14/2026,Expired
S54454,U3772,Premium,12/1/2022,3/13/2024,Expired
S54455,U36749,Standard,4/10/2021,,Active
S54456,U47376,Basic,12/2/2022,7/13/2023,Cancelled
S54457,U36283,Basic,9/25/2025,,Active
S54458,U9193,Basic,9/8/2024,,Active
S54459,U21025,Premium,11/26/2024,,Active
S54460,U47283,Standard,3/20/2021,,Active
S54461,U29867,Standard,10/29/2025,,Active
S54462,U8227,Standard,4/4/2025,,Active
S54463,U40558,Standard,9/21/2025,,Active
S54464,U41832,Premium,10/28/2020,6/15/2024,Expired
S54465,U18871,Standard,3/18/2025,5/2/2025,Cancelled
S54466,U30474,Basic,2/7/2024,,Active
S54467,U15074,Standard,8/12/2022,,Active
S54468,U10037,Standard,6/15/2020,,Active
S54469,U10846,Standard,3/17/2025,,Active
S54470,U44001,Premium,6/15/2025,7/26/2025,Cancelled
S54471,U47100,Basic,1/3/2020,2/28/2023,Cancelled
S54472,U1466,Basic,2/25/2020,,Active
S54473,U45892,Standard,10/16/2025,11/6/2025,Cancelled
S54474,U21462,Standard,10/5/2025,12/1/2025,Cancelled
S54475,U11392,Premium,7/3/2023,7/19/2025,Cancelled
S54476,U9630,Standard,2/2/2025,12/31/2025,Cancelled
S54477,U13085,Basic,5/6/2023,,Active
S54478,U20555,Basic,11/17/2024,,Active
S54479,U28308,Standard,11/27/2023,,Active
S54480,U34533,Standard,7/24/2025,9/7/2025,Cancelled
S54481,U35527,Standard,3/1/2025,10/1/2025,Cancelled
S54482,U6612,Standard,11/9/2023,,Active
S54483,U25671,Basic,2/19/2021,5/19/2023,Expired
S54484,U28398,Basic,6/17/2024,11/23/2024,Expired
S54485,U32218,Standard,2/17/2021,6/4/2025,Cancelled
S54486,U48720,Basic,2/27/2024,,Active
S54487,U19992,Standard,11/7/2023,6/11/2025,Cancelled
S54488,U16755,Standard,7/29/2021,,Active
S54489,U33470,Basic,7/17/2024,,Active
S54490,U14281,Standard,10/11/2022,6/16/2025,Cancelled
S54491,U27707,Standard,12/29/2024,,Active
S54492,U15301,Standard,10/6/2021,,Active
S54493,U13509,Standard,1/30/2025,11/15/2025,Cancelled
S54494,U3121,Standard,12/15/2021,,Active
S54495,U72,Basic,6/11/2020,,Active
S54496,U43290,Premium,7/10/2022,,Active
S54497,U471,Standard,1/19/2023,,Active
S54498,U674,Basic,6/21/2022,,Active
S54499,U16507,Basic,4/28/2020,,Active
S54500,U13686,Basic,4/18/2021,5/18/2024,Expired
S54501,U40181,Premium,10/25/2021,9/12/2024,Cancelled
S54502,U49769,Basic,5/28/2023,,Active
S54503,U25293,Standard,5/26/2020,,Active
S54504,U15913,Standard,10/22/2020,9/13/2025,Cancelled
S54505,U35276,Basic,12/5/2022,,Active
S54506,U14500,Premium,6/30/2023,3/4/2025,Cancelled
S54507,U8091,Premium,6/18/2021,,Active
S54508,U5386,Standard,3/30/2020,,Active
S54509,U22327,Premium,7/16/2021,6/15/2025,Cancelled
S54510,U47101,Standard,3/11/2023,,Active
S54511,U4749,Basic,8/19/2023,12/30/2023,Cancelled
S54512,U46138,Basic,7/22/2025,11/9/2025,Cancelled
S54513,U30067,Basic,4/4/2025,12/21/2025,Cancelled
S54514,U44891,Standard,11/15/2023,6/12/2025,Expired
S54515,U11415,Basic,6/21/2020,,Active
S54516,U5456,Standard,12/6/2023,5/21/2024,Cancelled
S54517,U23207,Basic,12/15/2022,,Active
S54518,U48026,Basic,2/29/2024,5/14/2024,Expired
S54519,U10810,Standard,3/31/2025,,Active
S54520,U8309,Basic,2/6/2021,,Active
S54521,U9110,Standard,12/23/2024,,Active
S54522,U21944,Basic,2/20/2024,,Active
S54523,U49322,Standard,3/31/2023,,Active
S54524,U33383,Standard,5/8/2025,,Active
S54525,U14814,Basic,2/17/2023,,Active
S54526,U10225,Basic,7/23/2024,,Active
S54527,U24714,Basic,12/22/2020,11/1/2025,Expired
S54528,U27063,Basic,10/29/2022,,Active
S54529,U27494,Basic,10/25/2020,12/5/2024,Expired
S54530,U20712,Standard,10/19/2025,1/1/2026,Cancelled
S54531,U1865,Standard,8/14/2024,10/23/2024,Cancelled
S54532,U31980,Standard,8/12/2023,9/29/2025,Expired
S54533,U35859,Premium,7/11/2022,4/18/2024,Cancelled
S54534,U29973,Premium,1/9/2020,,Active
S54535,U27857,Premium,4/10/2025,9/14/2025,Cancelled
S54536,U16595,Standard,8/5/2022,,Active
S54537,U17161,Standard,7/20/2024,,Active
S54538,U39055,Basic,7/15/2020,9/22/2025,Cancelled
S54539,U9330,Standard,4/30/2020,5/29/2020,Expired
S54540,U2024,Standard,4/7/2023,,Active
S54541,U26716,Standard,11/14/2024,,Active
S54542,U26589,Basic,9/14/2024,,Active
S54543,U48304,Standard,1/7/2026,,Active
S54544,U1972,Basic,8/21/2021,,Active
S54545,U38447,Basic,5/30/2025,11/21/2025,Cancelled
S54546,U30565,Standard,4/9/2020,5/17/2021,Cancelled
S54547,U31405,Standard,9/8/2024,1/5/2025,Cancelled
S54548,U29516,Standard,3/7/2023,11/15/2024,Cancelled
S54549,U44789,Basic,6/24/2024,8/30/2024,Cancelled
S54550,U30550,Premium,11/4/2022,7/24/2023,Cancelled
S54551,U17290,Basic,11/21/2023,,Active
S54552,U23649,Standard,7/6/2022,,Active
S54553,U17749,Basic,2/1/2023,9/27/2025,Expired
S54554,U34821,Basic,10/5/2024,,Active
S54555,U29557,Standard,10/20/2020,,Active
S54556,U32675,Basic,1/14/2025,,Active
S54557,U21909,Basic,11/20/2022,10/8/2023,Cancelled
S54558,U30018,Basic,12/21/2020,11/27/2022,Expired
S54559,U43265,Basic,5/23/2024,,Active
S54560,U18617,Standard,5/10/2021,10/26/2025,Cancelled
S54561,U8366,Standard,5/6/2020,,Active
S54562,U19056,Standard,6/22/2024,,Active
S54563,U9687,Basic,10/24/2025,12/24/2025,Cancelled
S54564,U46560,Basic,3/27/2025,12/2/2025,Expired
S54565,U40632,Basic,4/21/2024,7/13/2025,Expired
S54566,U40212,Premium,7/18/2024,11/28/2024,Cancelled
S54567,U35792,Standard,10/13/2020,8/16/2021,Cancelled
S54568,U34833,Basic,3/7/2021,11/11/2023,Cancelled
S54569,U40708,Standard,3/25/2025,1/3/2026,Cancelled
S54570,U43359,Basic,3/31/2022,3/5/2023,Cancelled
S54571,U37424,Standard,10/10/2021,,Active
S54572,U18866,Basic,10/13/2023,,Active
S54573,U20788,Standard,12/2/2022,8/14/2024,Cancelled
S54574,U48827,Premium,10/12/2022,4/2/2024,Cancelled
S54575,U35439,Standard,6/10/2020,11/12/2020,Expired
S54576,U11286,Basic,1/11/2022,9/17/2023,Expired
S54577,U25346,Standard,3/22/2024,12/17/2025,Cancelled
S54578,U3295,Basic,1/12/2025,,Active
S54579,U22158,Basic,6/30/2023,,Active
S54580,U28841,Standard,1/20/2021,2/12/2022,Expired
S54581,U19288,Basic,10/30/2020,,Active
S54582,U16598,Basic,12/6/2025,,Active
S54583,U11464,Basic,11/29/2022,10/21/2024,Cancelled
S54584,U17307,Standard,7/19/2025,10/1/2025,Cancelled
S54585,U44153,Standard,3/9/2025,12/31/2025,Expired
S54586,U32,Standard,10/25/2024,,Active
S54587,U48089,Standard,4/13/2024,10/20/2024,Cancelled
S54588,U17592,Basic,11/29/2023,11/10/2024,Cancelled
S54589,U3530,Basic,6/17/2020,,Active
S54590,U1336,Standard,5/18/2024,,Active
S54591,U48781,Basic,3/1/2023,12/9/2024,Expired
S54592,U7423,Standard,4/2/2021,9/12/2025,Cancelled
S54593,U35352,Standard,7/1/2022,3/26/2023,Cancelled
S54594,U47051,Premium,5/9/2020,,Active
S54595,U32181,Basic,7/31/2024,,Active
S54596,U46595,Basic,4/27/2022,10/26/2023,Cancelled
S54597,U1846,Premium,5/20/2024,10/6/2025,Cancelled
S54598,U42052,Basic,5/6/2025,12/24/2025,Cancelled
S54599,U25910,Basic,9/14/2022,11/23/2025,Cancelled
S54600,U13206,Basic,9/23/2022,2/24/2023,Cancelled
S54601,U10248,Basic,10/14/2021,,Active
S54602,U47617,Basic,4/3/2024,8/12/2024,Cancelled
S54603,U20820,Standard,1/6/2022,,Active
S54604,U25681,Standard,3/29/2024,,Active
S54605,U29325,Standard,9/3/2021,1/2/2023,Expired
S54606,U18699,Premium,1/10/2026,1/14/2026,Cancelled
S54607,U4733,Basic,12/24/2022,2/28/2025,Cancelled
S54608,U16899,Standard,6/26/2022,1/2/2024,Expired
S54609,U38341,Standard,10/16/2023,5/22/2024,Cancelled
S54610,U49179,Standard,10/21/2025,11/18/2025,Cancelled
S54611,U26414,Standard,3/13/2023,11/13/2024,Expired
S54612,U13489,Basic,9/21/2020,9/14/2024,Expired
S54613,U27000,Premium,6/14/2023,4/21/2025,Expired
S54614,U14377,Basic,9/11/2021,,Active
S54615,U3728,Standard,5/12/2023,,Active
S54616,U35003,Standard,3/1/2025,1/8/2026,Expired
S54617,U4759,Basic,11/25/2020,12/15/2022,Expired
S54618,U47217,Basic,7/16/2024,3/3/2025,Expired
S54619,U20791,Basic,1/8/2026,1/14/2026,Cancelled
S54620,U8699,Premium,11/23/2022,,Active
S54621,U8729,Standard,7/27/2023,,Active
S54622,U7718,Basic,8/31/2025,10/1/2025,Cancelled
S54623,U24010,Premium,3/9/2024,1/4/2026,Expired
S54624,U16209,Premium,8/28/2023,11/16/2025,Expired
S54625,U47401,Basic,5/11/2023,,Active
S54626,U15696,Basic,1/9/2025,5/12/2025,Cancelled
S54627,U22005,Basic,1/30/2022,3/22/2025,Cancelled
S54628,U15440,Standard,12/3/2025,1/11/2026,Cancelled
S54629,U23535,Basic,7/27/2020,11/21/2023,Expired
S54630,U47587,Basic,11/13/2022,,Active
S54631,U33319,Basic,5/4/2022,6/11/2023,Cancelled
S54632,U1349,Premium,12/1/2021,1/21/2024,Cancelled
S54633,U38594,Basic,1/10/2025,7/11/2025,Cancelled
S54634,U14296,Standard,11/8/2025,,Active
S54635,U7247,Basic,6/19/2021,12/5/2021,Cancelled
S54636,U25120,Premium,4/22/2021,6/13/2022,Cancelled
S54637,U38192,Standard,1/24/2023,3/13/2025,Cancelled
S54638,U1197,Basic,10/22/2023,,Active
S54639,U11365,Basic,12/23/2025,,Active
S54640,U8820,Standard,9/7/2021,12/12/2025,Cancelled
S54641,U44806,Basic,1/10/2022,4/18/2025,Expired
S54642,U24009,Premium,11/20/2021,5/5/2025,Cancelled
S54643,U1807,Standard,10/6/2022,,Active
S54644,U45320,Standard,3/13/2025,,Active
S54645,U23918,Standard,3/23/2022,8/2/2025,Cancelled
S54646,U14460,Premium,12/4/2021,9/18/2024,Cancelled
S54647,U30068,Basic,4/8/2025,6/4/2025,Cancelled
S54648,U45731,Basic,3/14/2021,9/22/2021,Cancelled
S54649,U41991,Standard,11/11/2021,8/13/2025,Expired
S54650,U21377,Basic,6/9/2023,9/13/2024,Cancelled
S54651,U19450,Basic,8/1/2024,,Active
S54652,U20805,Standard,10/19/2021,,Active
S54653,U31797,Basic,12/18/2024,,Active
S54654,U7554,Premium,7/21/2022,11/14/2022,Expired
S54655,U33867,Premium,1/22/2025,,Active
S54656,U48697,Basic,4/8/2024,10/4/2025,Cancelled
S54657,U36444,Standard,1/31/2025,,Active
S54658,U20203,Standard,3/27/2021,,Active
S54659,U27693,Standard,1/9/2025,,Active
S54660,U21428,Basic,5/22/2025,12/2/2025,Cancelled
S54661,U14654,Standard,8/2/2023,11/23/2023,Expired
S54662,U25091,Standard,12/18/2021,,Active
S54663,U37932,Basic,3/28/2020,12/7/2022,Cancelled
S54664,U25147,Premium,1/18/2022,5/7/2023,Expired
S54665,U20137,Basic,12/24/2025,1/14/2026,Cancelled
S54666,U32629,Standard,2/21/2023,1/5/2026,Cancelled
S54667,U40589,Standard,11/5/2020,6/7/2025,Cancelled
S54668,U24756,Premium,6/21/2020,11/14/2023,Cancelled
S54669,U14583,Standard,9/13/2024,6/23/2025,Cancelled
S54670,U8792,Basic,12/13/2020,,Active
S54671,U38166,Standard,10/11/2024,12/20/2024,Cancelled
S54672,U27673,Standard,5/10/2021,,Active
S54673,U16788,Basic,4/4/2022,,Active
S54674,U42698,Premium,7/15/2023,,Active
S54675,U41684,Basic,8/2/2025,,Active
S54676,U13928,Standard,12/16/2021,6/15/2022,Cancelled
S54677,U43981,Basic,2/2/2021,,Active
S54678,U43001,Standard,1/24/2023,1/19/2025,Cancelled
S54679,U47735,Standard,8/8/2021,8/30/2021,Cancelled
S54680,U38201,Basic,12/8/2024,,Active
S54681,U43443,Premium,7/28/2023,,Active
S54682,U18472,Premium,12/24/2021,7/6/2024,Cancelled
S54683,U8741,Basic,4/29/2022,12/14/2025,Cancelled
S54684,U25368,Basic,5/10/2021,2/13/2024,Expired
S54685,U18952,Standard,12/29/2021,,Active
S54686,U43641,Basic,10/30/2023,,Active
S54687,U17047,Basic,7/6/2022,7/31/2024,Cancelled
S54688,U49404,Basic,10/1/2022,,Active
S54689,U28582,Standard,10/5/2021,7/24/2023,Expired
S54690,U3803,Standard,8/9/2020,,Active
S54691,U33077,Basic,9/24/2024,4/8/2025,Expired
S54692,U24549,Premium,3/24/2022,,Active
S54693,U3277,Basic,4/16/2023,8/20/2024,Cancelled
S54694,U14709,Premium,9/11/2024,11/23/2024,Cancelled
S54695,U45977,Basic,9/12/2020,7/26/2022,Cancelled
S54696,U34493,Premium,10/12/2025,12/19/2025,Cancelled
S54697,U41976,Basic,5/20/2025,10/6/2025,Expired
S54698,U9633,Basic,1/3/2021,,Active
S54699,U35379,Standard,12/27/2021,5/23/2025,Expired
S54700,U25554,Basic,9/13/2022,6/26/2023,Expired
S54701,U34521,Standard,9/28/2025,,Active
S54702,U3091,Premium,9/24/2024,,Active
S54703,U4793,Basic,6/9/2023,1/18/2024,Expired
S54704,U3109,Premium,11/19/2020,10/20/2023,Cancelled
S54705,U24360,Basic,6/12/2020,,Active
S54706,U43633,Basic,6/23/2024,,Active
S54707,U15409,Basic,2/9/2021,3/1/2021,Cancelled
S54708,U42246,Standard,9/3/2023,,Active
S54709,U20864,Basic,4/15/2023,12/24/2023,Cancelled
S54710,U31910,Premium,2/27/2022,12/30/2022,Cancelled
S54711,U2235,Standard,5/5/2022,,Active
S54712,U6170,Standard,1/24/2023,6/22/2025,Cancelled
S54713,U41561,Standard,4/26/2020,6/17/2022,Expired
S54714,U47018,Basic,11/12/2024,,Active
S54715,U22708,Standard,3/7/2022,,Active
S54716,U38452,Basic,9/10/2023,5/11/2024,Cancelled
S54717,U7613,Basic,4/27/2020,,Active
S54718,U24225,Standard,5/17/2025,7/11/2025,Cancelled
S54719,U43013,Standard,6/26/2025,11/27/2025,Cancelled
S54720,U4778,Basic,5/29/2025,7/14/2025,Expired
S54721,U47048,Basic,10/7/2022,,Active
S54722,U34738,Standard,5/25/2025,10/17/2025,Cancelled
S54723,U49575,Premium,10/18/2021,5/2/2024,Cancelled
S54724,U43927,Premium,11/24/2023,,Active
S54725,U49311,Basic,4/29/2022,9/28/2024,Cancelled
S54726,U44516,Standard,8/28/2020,,Active
S54727,U15539,Standard,8/11/2022,9/6/2022,Cancelled
S54728,U14480,Basic,9/9/2020,,Active
S54729,U29903,Standard,7/24/2021,12/11/2025,Cancelled
S54730,U46342,Premium,9/13/2020,2/29/2024,Cancelled
S54731,U10141,Standard,2/19/2025,,Active
S54732,U48218,Standard,1/20/2021,,Active
S54733,U35810,Standard,12/19/2022,,Active
S54734,U5497,Basic,5/31/2022,3/4/2025,Cancelled
S54735,U26428,Standard,11/28/2023,7/2/2024,Expired
S54736,U48938,Standard,12/21/2023,,Active
S54737,U12628,Standard,10/6/2020,,Active
S54738,U26253,Standard,6/25/2022,,Active
S54739,U470,Premium,3/15/2024,,Active
S54740,U572,Basic,2/12/2020,11/5/2024,Cancelled
S54741,U12881,Standard,2/17/2023,7/15/2024,Expired
S54742,U15201,Premium,5/30/2023,7/1/2025,Cancelled
S54743,U4277,Standard,11/17/2023,10/31/2024,Expired
S54744,U30716,Basic,12/11/2025,,Active
S54745,U5945,Standard,10/12/2023,1/3/2025,Cancelled
S54746,U12615,Standard,1/6/2021,,Active
S54747,U22358,Premium,10/17/2024,11/27/2024,Expired
S54748,U33950,Basic,9/23/2025,10/14/2025,Cancelled
S54749,U2575,Premium,10/30/2022,9/24/2023,Cancelled
S54750,U940,Basic,7/14/2024,3/19/2025,Expired
S54751,U25691,Standard,8/4/2023,10/20/2024,Expired
S54752,U9449,Basic,1/12/2022,,Active
S54753,U32773,Standard,12/31/2023,10/6/2024,Expired
S54754,U27119,Premium,9/7/2023,,Active
S54755,U37394,Standard,11/21/2021,6/16/2025,Cancelled
S54756,U39487,Basic,10/2/2022,,Active
S54757,U10226,Premium,4/5/2023,,Active
S54758,U37899,Basic,3/25/2023,10/16/2025,Cancelled
S54759,U11408,Premium,6/5/2021,7/22/2025,Cancelled
S54760,U17343,Standard,7/3/2020,3/28/2021,Expired
S54761,U25819,Basic,9/25/2021,11/28/2023,Cancelled
S54762,U13227,Basic,4/21/2025,7/2/2025,Expired
S54763,U23244,Standard,5/21/2020,,Active
S54764,U33559,Basic,4/15/2020,5/20/2020,Cancelled
S54765,U49387,Standard,11/17/2025,11/25/2025,Expired
S54766,U36108,Premium,8/18/2024,3/24/2025,Cancelled
S54767,U44340,Standard,1/2/2022,7/19/2022,Cancelled
S54768,U4999,Basic,2/9/2022,6/24/2024,Expired
S54769,U21172,Basic,8/19/2022,,Active
S54770,U48907,Basic,9/26/2021,,Active
S54771,U44716,Standard,4/17/2020,,Active
S54772,U44088,Premium,3/16/2021,4/8/2022,Expired
S54773,U32107,Standard,10/11/2021,6/10/2024,Cancelled
S54774,U8579,Standard,3/19/2023,,Active
S54775,U16930,Basic,12/14/2023,,Active
S54776,U48154,Standard,3/26/2020,5/28/2024,Cancelled
S54777,U41761,Basic,11/23/2025,1/10/2026,Cancelled
S54778,U35767,Premium,11/4/2023,11/29/2024,Expired
S54779,U39713,Basic,6/25/2025,11/20/2025,Expired
S54780,U3176,Basic,8/6/2024,10/8/2024,Expired
S54781,U4323,Standard,1/2/2026,,Active
S54782,U18573,Premium,2/3/2023,,Active
S54783,U6105,Standard,11/10/2024,12/30/2024,Expired
S54784,U8686,Premium,4/7/2025,,Active
S54785,U5922,Standard,4/15/2021,,Active
S54786,U10735,Basic,5/26/2021,,Active
S54787,U15158,Premium,4/7/2023,10/13/2025,Cancelled
S54788,U45290,Standard,2/2/2021,,Active
S54789,U36231,Premium,3/20/2021,,Active
S54790,U12327,Premium,1/2/2024,1/5/2025,Cancelled
S54791,U19042,Basic,3/10/2021,,Active
S54792,U8694,Basic,12/20/2020,,Active
S54793,U14975,Basic,1/10/2020,,Active
S54794,U32795,Basic,3/18/2021,8/29/2025,Cancelled
S54795,U48360,Standard,8/6/2020,,Active
S54796,U44646,Basic,5/25/2020,4/21/2023,Cancelled
S54797,U47967,Basic,4/13/2025,8/10/2025,Cancelled
S54798,U15883,Basic,2/1/2024,,Active
S54799,U18573,Basic,6/24/2025,,Active
S54800,U45492,Basic,3/28/2022,3/13/2024,Cancelled
S54801,U49935,Premium,1/3/2022,10/25/2024,Cancelled
S54802,U46967,Basic,6/28/2020,5/25/2025,Cancelled
S54803,U27075,Basic,3/8/2022,5/2/2024,Cancelled
S54804,U28484,Premium,3/23/2020,4/2/2022,Cancelled
S54805,U33941,Premium,8/22/2023,,Active
S54806,U17651,Basic,12/26/2021,3/7/2023,Expired
S54807,U20550,Standard,12/14/2025,12/30/2025,Expired
S54808,U43030,Standard,12/7/2023,6/21/2025,Expired
S54809,U4349,Basic,7/21/2021,,Active
S54810,U43769,Premium,3/1/2021,,Active
S54811,U17594,Standard,6/25/2020,4/29/2025,Expired
S54812,U45460,Basic,4/6/2021,1/10/2026,Cancelled
S54813,U44548,Basic,3/15/2025,7/12/2025,Expired
S54814,U38850,Standard,6/8/2020,,Active
S54815,U28999,Basic,6/7/2023,,Active
S54816,U25031,Basic,12/6/2021,,Active
S54817,U6819,Basic,5/3/2020,,Active
S54818,U22518,Premium,8/28/2020,10/11/2020,Cancelled
S54819,U2669,Basic,3/27/2023,,Active
S54820,U15139,Basic,5/4/2024,11/3/2024,Expired
S54821,U15827,Standard,12/17/2024,1/13/2025,Expired
S54822,U33448,Basic,7/11/2022,1/2/2026,Cancelled
S54823,U18087,Premium,8/3/2023,10/21/2023,Cancelled
S54824,U40368,Basic,9/8/2024,8/21/2025,Cancelled
S54825,U39188,Basic,2/29/2024,,Active
S54826,U40738,Premium,10/9/2023,,Active
S54827,U10468,Standard,5/23/2020,,Active
S54828,U37208,Basic,11/25/2023,11/20/2025,Cancelled
S54829,U48991,Basic,7/14/2020,9/3/2025,Cancelled
S54830,U12113,Basic,12/14/2024,,Active
S54831,U2236,Basic,2/19/2023,2/1/2025,Expired
S54832,U49820,Basic,5/15/2022,6/5/2023,Cancelled
S54833,U14257,Basic,10/23/2025,,Active
S54834,U7832,Standard,10/10/2025,12/20/2025,Cancelled
S54835,U41659,Basic,10/22/2025,11/17/2025,Cancelled
S54836,U34605,Standard,10/27/2022,,Active
S54837,U2403,Standard,10/21/2020,8/30/2021,Cancelled
S54838,U49914,Basic,8/21/2020,8/13/2024,Cancelled
S54839,U42618,Basic,10/7/2024,9/3/2025,Cancelled
S54840,U11356,Premium,2/3/2021,9/25/2023,Expired
S54841,U18254,Premium,10/11/2021,6/21/2024,Cancelled
S54842,U20847,Standard,6/25/2025,12/14/2025,Cancelled
S54843,U43476,Basic,1/13/2024,,Active
S54844,U17050,Standard,7/27/2025,10/18/2025,Cancelled
S54845,U44427,Basic,7/17/2022,7/15/2023,Cancelled
S54846,U39219,Premium,10/10/2020,5/6/2022,Cancelled
S54847,U43246,Basic,12/26/2020,,Active
S54848,U46276,Basic,5/21/2025,12/10/2025,Cancelled
S54849,U38852,Basic,12/21/2022,11/30/2023,Expired
S54850,U2408,Standard,10/14/2024,8/29/2025,Cancelled
S54851,U16653,Basic,6/19/2021,,Active
S54852,U22723,Standard,11/1/2020,4/25/2022,Expired
S54853,U17583,Standard,10/1/2025,10/8/2025,Cancelled
S54854,U32820,Standard,2/5/2021,,Active
S54855,U29453,Standard,11/17/2023,4/15/2024,Expired
S54856,U9424,Standard,4/15/2025,,Active
S54857,U39985,Basic,9/20/2021,8/2/2025,Expired
S54858,U42562,Basic,1/19/2022,,Active
S54859,U15311,Basic,12/14/2025,,Active
S54860,U40511,Premium,10/23/2023,,Active
S54861,U23390,Basic,12/5/2024,8/13/2025,Cancelled
S54862,U35270,Standard,7/15/2022,10/6/2025,Cancelled
S54863,U15249,Premium,7/25/2023,2/7/2025,Expired
S54864,U6692,Standard,9/6/2025,,Active
S54865,U17974,Basic,2/15/2020,10/15/2022,Cancelled
S54866,U10764,Standard,5/7/2022,1/12/2024,Expired
S54867,U22403,Standard,1/20/2022,,Active
S54868,U25067,Premium,11/4/2021,10/13/2022,Cancelled
S54869,U24763,Premium,6/13/2024,,Active
S54870,U25632,Premium,1/17/2024,,Active
S54871,U1841,Basic,3/31/2022,,Active
S54872,U26819,Standard,10/14/2020,,Active
S54873,U40063,Standard,2/28/2021,8/15/2025,Cancelled
S54874,U32892,Basic,12/18/2021,1/3/2024,Expired
S54875,U36760,Basic,5/19/2023,,Active
S54876,U44103,Basic,2/28/2023,9/20/2024,Cancelled
S54877,U1665,Standard,12/17/2024,2/22/2025,Expired
S54878,U4704,Premium,6/14/2025,,Active
S54879,U38352,Premium,4/10/2025,,Active
S54880,U40575,Basic,5/23/2022,,Active
S54881,U49717,Standard,1/3/2023,8/23/2023,Expired
S54882,U1500,Standard,1/6/2023,,Active
S54883,U1302,Standard,12/13/2021,,Active
S54884,U13557,Premium,10/16/2022,9/12/2024,Expired
S54885,U39241,Standard,5/15/2025,6/20/2025,Cancelled
S54886,U25756,Premium,4/4/2023,,Active
S54887,U5847,Standard,7/2/2025,,Active
