log_id,user_id,content_id,genre,watch_time_m,date,completion_flag
L40363,U14724,C833,Horror,150,2019-11-06,Yes
L40364,U29809,C905,Biography,61,2019-06-05,No
L40365,U6029,C965,Drama,106,2024-09-06,Yes
L40366,U26515,C2,Drama,188,2020-03-29,No
L40367,U33409,C210,Action,126,2022-07-27,Yes
L40368,U33036,C56,Action,197,2020-12-20,No
L40369,U34640,C33,Biography,141,2022-11-18,Yes
L40370,U43388,C149,Sci-Fi,185,2021-01-28,No
L40371,U49131,C697,Drama,148,2022-11-21,Yes
L40372,U8775,C484,Sci-Fi,6,2020-06-30,No
L40373,U29988,C378,Sci-Fi,81,2021-01-18,Yes
L40374,U14693,C812,Action,126,2022-09-10,No
L40375,U41884,C214,Action,106,2021-03-28,Yes
L40376,U28692,C236,Comedy,119,2021-11-17,No
L40377,U7603,C656,Biography,66,2021-06-09,Yes
L40378,U4137,C263,Biography,192,2022-10-30,No
L40379,U12502,C270,Comedy,212,2019-03-17,Yes
L40380,U47628,C491,Action,219,2020-04-20,No
L40381,U48741,C974,Horror,31,2019-10-25,Yes
L40382,U16356,C677,Biography,60,2023-02-12,No
L40383,U11203,C10,Drama,20,2021-01-14,Yes
L40384,U17988,C74,Comedy,170,2021-07-14,No
L40385,U14302,C553,Action,153,2020-04-26,Yes
L40386,U20556,C42,Comedy,218,2023-02-19,No
L40387,U3509,C949,Biography,213,2019-06-15,Yes
L40388,U6278,C913,Biography,30,2019-06-12,No
L40389,U21240,C400,Action,66,2022-11-17,Yes
L40390,U28650,C734,Biography,169,2022-02-08,No
L40391,U13063,C211,Comedy,44,2019-03-22,Yes
L40392,U21089,C670,Drama,97,2020-12-13,No
L40393,U24731,C185,Comedy,223,2019-12-25,Yes
L40394,U41903,C937,Sci-Fi,132,2019-11-05,No
L40395,U41830,C943,Action,205,2020-08-09,Yes
L40396,U40390,C980,Sci-Fi,172,2022-09-05,No
L40397,U23596,C623,Comedy,71,2022-12-29,Yes
L40398,U3199,C108,Biography,40,2022-10-24,No
L40399,U18243,C161,Sci-Fi,125,2022-07-11,Yes
L40400,U6134,C969,Action,84,2019-04-26,No
L40401,U44848,C77,Sci-Fi,170,2022-03-18,Yes
L40402,U41694,C353,Comedy,46,2020-09-17,No
L40403,U12953,C735,Comedy,9,2021-05-15,Yes
L40404,U35864,C950,Horror,88,2019-07-06,No
L40405,U15595,C735,Comedy,140,2022-03-17,Yes
L40406,U22855,C718,Comedy,166,2021-02-08,No
L40407,U40028,C371,Action,163,2019-12-09,Yes
L40408,U34234,C530,Biography,43,2019-05-15,No
L40409,U46989,C705,Horror,8,2021-09-04,Yes
L40410,U19641,C46,Action,177,2022-01-22,No
L40411,U28647,C460,Horror,135,2022-05-02,Yes
L40412,U22221,C640,Action,14,2020-01-18,No
L40413,U35450,C565,Sci-Fi,56,2020-01-31,Yes
L40414,U49965,C323,Sci-Fi,82,2022-08-08,No
L40415,U6701,C366,Drama,14,2019-04-11,Yes
L40416,U38144,C383,Action,219,2021-03-29,No
L40417,U30947,C481,Drama,51,2022-02-27,Yes
L40418,U31445,C124,Sci-Fi,132,2019-10-04,No
L40419,U32994,C296,Drama,81,2019-02-20,Yes
L40420,U2551,C958,Biography,103,2023-10-06,No
L40421,U30776,C728,Drama,12,2020-10-03,Yes
L40422,U36961,C83,Horror,67,2022-11-06,No
L40423,U49221,C200,Horror,220,2022-10-10,Yes
L40424,U28555,C352,Action,207,2019-08-17,No
L40425,U29980,C608,Drama,103,2024-06-28,Yes
L40426,U43525,C83,Horror,17,2020-04-21,No
L40427,U46367,C215,Sci-Fi,226,2020-11-21,Yes
L40428,U245,C921,Action,185,2023-06-26,No
L40429,U46313,C47,Sci-Fi,33,2020-11-15,Yes
L40430,U2614,C239,Comedy,168,2022-01-28,No
L40431,U2712,C98,Sci-Fi,93,2020-05-16,Yes
L40432,U34436,C470,Horror,16,2022-09-13,No
L40433,U38497,C850,Drama,174,2020-03-20,Yes
L40434,U22240,C570,Sci-Fi,54,2023-04-14,No
L40435,U2235,C691,Sci-Fi,140,2019-12-04,Yes
L40436,U35200,C942,Horror,233,2024-03-26,No
L40437,U1395,C488,Horror,180,2020-03-17,Yes
L40438,U39753,C700,Horror,8,2021-09-04,No
L40439,U32923,C944,Drama,167,2021-05-14,Yes
L40440,U46393,C376,Sci-Fi,138,2020-05-06,No
L40441,U690,C492,Biography,41,2021-04-01,Yes
L40442,U29689,C818,Drama,237,2021-06-23,No
L40443,U44165,C218,Biography,104,2022-02-06,Yes
L40444,U4682,C361,Sci-Fi,203,2023-06-20,No
L40445,U2678,C35,Biography,70,2021-04-16,Yes
L40446,U32776,C623,Comedy,206,2020-05-13,No
L40447,U11263,C597,Biography,13,2022-10-05,Yes
L40448,U44472,C806,Biography,73,2019-06-21,No
L40449,U11856,C33,Biography,60,2022-12-22,Yes
L40450,U10648,C945,Sci-Fi,215,2019-10-14,No
L40451,U12929,C726,Horror,4,2020-11-06,Yes
L40452,U6561,C497,Horror,160,2022-09-22,No
L40453,U130,C146,Action,152,2023-02-04,Yes
L40454,U25783,C288,Biography,110,2023-11-24,No
L40455,U24559,C247,Action,227,2021-09-19,Yes
L40456,U4362,C570,Sci-Fi,53,2023-04-14,No
L40457,U46685,C398,Horror,172,2022-02-16,Yes
L40458,U17712,C553,Action,94,2019-11-24,No
L40459,U16076,C251,Biography,96,2019-05-27,Yes
L40460,U5090,C711,Horror,206,2020-04-29,No
L40461,U6800,C725,Action,41,2019-06-10,Yes
L40462,U44632,C845,Comedy,239,2020-05-21,No
L40463,U18169,C298,Horror,191,2019-10-14,Yes
L40464,U38437,C646,Drama,32,2021-01-29,No
L40465,U41257,C694,Comedy,117,2021-04-18,Yes
L40466,U34233,C322,Drama,43,2023-02-23,No
L40467,U34865,C453,Sci-Fi,87,2022-07-06,Yes
L40468,U1950,C234,Comedy,34,2021-07-30,No
L40469,U15355,C741,Horror,60,2021-10-30,Yes
L40470,U38758,C745,Action,165,2023-02-17,No
L40471,U33575,C485,Comedy,52,2024-06-17,Yes
L40472,U40589,C249,Horror,70,2022-08-26,No
L40473,U18007,C808,Drama,89,2022-02-26,Yes
L40474,U17095,C541,Horror,19,2022-06-30,No
L40475,U35931,C833,Horror,209,2021-12-15,Yes
L40476,U37731,C781,Comedy,144,2024-01-15,No
L40477,U6921,C930,Sci-Fi,219,2022-10-28,Yes
L40478,U21061,C915,Drama,119,2021-08-23,No
L40479,U14103,C210,Action,76,2020-01-01,Yes
L40480,U16293,C35,Biography,146,2022-01-01,No
L40481,U5430,C375,Horror,142,2019-06-14,Yes
L40482,U43921,C771,Biography,12,2021-03-24,No
L40483,U17582,C736,Sci-Fi,99,2021-06-06,Yes
L40484,U11563,C175,Comedy,108,2023-12-30,No
L40485,U10207,C228,Biography,22,2021-05-30,Yes
L40486,U46690,C14,Sci-Fi,50,2021-03-15,No
L40487,U14885,C307,Drama,201,2020-06-08,Yes
L40488,U41845,C792,Biography,58,2021-03-27,No
L40489,U16762,C896,Drama,121,2022-01-27,Yes
L40490,U11764,C66,Action,71,2022-05-04,No
L40491,U33095,C506,Biography,25,2022-06-12,Yes
L40492,U19078,C515,Drama,116,2020-12-10,No
L40493,U31439,C842,Comedy,159,2020-09-15,Yes
L40494,U34043,C303,Comedy,213,2024-02-08,No
L40495,U15710,C730,Horror,236,2019-06-30,Yes
L40496,U9227,C260,Biography,173,2022-04-07,No
L40497,U14412,C58,Horror,225,2021-04-28,Yes
L40498,U46869,C463,Sci-Fi,166,2021-11-22,No
L40499,U45898,C375,Horror,156,2020-02-16,Yes
L40500,U21415,C623,Comedy,116,2019-04-17,No
L40501,U38106,C128,Comedy,15,2019-02-25,Yes
L40502,U43801,C985,Horror,32,2020-02-16,No
L40503,U47891,C855,Biography,73,2020-12-22,Yes
L40504,U25545,C961,Action,1,2020-05-01,No
L40505,U49401,C523,Drama,1,2022-06-13,Yes
L40506,U47563,C675,Drama,228,2019-08-18,No
L40507,U34034,C937,Sci-Fi,106,2021-07-28,Yes
L40508,U20445,C781,Comedy,22,2024-01-15,No
L40509,U42021,C679,Sci-Fi,71,2022-05-24,Yes
L40510,U44317,C45,Horror,136,2019-02-17,No
L40511,U8779,C404,Horror,236,2019-08-14,Yes
L40512,U48471,C154,Sci-Fi,24,2021-07-08,No
L40513,U27552,C731,Comedy,97,2019-11-19,Yes
L40514,U44848,C170,Sci-Fi,52,2022-03-18,No
L40515,U23763,C311,Comedy,119,2021-02-12,Yes
L40516,U27923,C8,Action,207,2021-01-01,No
L40517,U39715,C291,Horror,142,2019-12-06,Yes
L40518,U4186,C932,Drama,120,2023-02-02,No
L40519,U66,C182,Sci-Fi,79,2022-01-30,Yes
L40520,U1650,C314,Drama,16,2019-03-01,No
L40521,U16705,C502,Sci-Fi,117,2020-12-04,Yes
L40522,U27769,C86,Comedy,7,2020-11-12,No
L40523,U44709,C332,Drama,240,2019-01-22,Yes
L40524,U28760,C388,Biography,129,2022-10-19,No
L40525,U30663,C707,Action,6,2021-12-17,Yes
L40526,U15300,C637,Sci-Fi,187,2021-02-25,No
L40527,U38494,C124,Sci-Fi,100,2021-07-26,Yes
L40528,U26511,C744,Comedy,149,2019-11-26,No
L40529,U21713,C463,Sci-Fi,156,2020-01-27,Yes
L40530,U43129,C682,Biography,204,2022-12-23,No
L40531,U11428,C380,Comedy,139,2019-06-15,Yes
L40532,U1109,C196,Drama,193,2022-12-06,No
L40533,U46351,C304,Action,205,2019-03-22,Yes
L40534,U12234,C984,Biography,25,2022-05-14,No
L40535,U118,C359,Horror,24,2021-06-25,Yes
L40536,U39429,C214,Action,156,2019-01-17,No
L40537,U16457,C604,Action,187,2023-11-29,Yes
L40538,U41609,C239,Comedy,148,2021-03-29,No
L40539,U48773,C673,Action,163,2021-12-11,Yes
L40540,U18461,C826,Drama,236,2021-11-16,No
L40541,U35697,C142,Drama,92,2021-06-05,Yes
L40542,U16259,C209,Comedy,109,2022-06-26,No
L40543,U21751,C270,Comedy,204,2020-06-10,Yes
L40544,U25678,C749,Sci-Fi,73,2020-04-13,No
L40545,U34673,C473,Sci-Fi,214,2019-10-22,Yes
L40546,U4883,C636,Drama,231,2022-07-30,No
L40547,U40944,C150,Biography,139,2019-10-03,Yes
L40548,U21447,C782,Horror,112,2023-01-23,No
L40549,U14831,C14,Sci-Fi,153,2019-04-23,Yes
L40550,U44812,C130,Drama,89,2020-03-02,No
L40551,U45716,C776,Action,52,2020-08-16,Yes
L40552,U14127,C941,Drama,124,2022-12-03,No
L40553,U33812,C823,Action,29,2019-10-24,Yes
L40554,U782,C16,Action,27,2020-12-25,No
L40555,U46607,C265,Horror,235,2022-01-06,Yes
L40556,U9536,C227,Horror,214,2020-03-25,No
L40557,U1737,C432,Biography,23,2022-01-21,Yes
L40558,U39749,C488,Horror,55,2020-09-05,No
L40559,U6550,C294,Biography,183,2022-07-02,Yes
L40560,U39121,C427,Comedy,26,2019-06-02,No
L40561,U8716,C714,Sci-Fi,168,2021-09-15,Yes
L40562,U26081,C249,Horror,137,2022-04-17,No
L40563,U34966,C312,Sci-Fi,38,2020-12-17,Yes
L40564,U15336,C847,Action,61,2022-09-25,No
L40565,U18775,C689,Comedy,80,2019-08-03,Yes
L40566,U30194,C264,Action,179,2022-05-27,No
L40567,U20786,C129,Action,200,2021-12-13,Yes
L40568,U8495,C396,Biography,199,2019-02-08,No
L40569,U44361,C395,Action,157,2021-08-23,Yes
L40570,U8991,C124,Sci-Fi,27,2021-11-10,No
L40571,U10162,C106,Biography,34,2022-01-10,Yes
L40572,U36682,C45,Horror,130,2023-01-20,No
L40573,U8579,C418,Comedy,73,2020-03-18,Yes
L40574,U8301,C46,Action,84,2022-01-12,No
L40575,U3449,C237,Biography,118,2022-05-29,Yes
L40576,U9163,C267,Drama,4,2021-03-30,No
L40577,U9418,C454,Drama,66,2023-01-27,Yes
L40578,U5906,C468,Comedy,171,2020-05-03,No
L40579,U3893,C144,Drama,100,2021-02-22,Yes
L40580,U14209,C693,Action,143,2019-07-22,No
L40581,U21349,C305,Action,134,2022-09-05,Yes
L40582,U8762,C761,Sci-Fi,41,2021-05-27,No
L40583,U47387,C606,Horror,115,2019-11-23,Yes
L40584,U44222,C907,Horror,156,2021-01-05,No
L40585,U4897,C70,Action,155,2024-06-01,Yes
L40586,U39491,C629,Drama,97,2021-08-28,No
L40587,U28630,C567,Sci-Fi,20,2019-04-07,Yes
L40588,U4612,C972,Biography,50,2019-11-09,No
L40589,U44040,C869,Comedy,170,2022-05-26,Yes
L40590,U45370,C333,Horror,190,2022-08-05,No
L40591,U14097,C706,Biography,17,2021-06-23,Yes
L40592,U8038,C27,Action,10,2022-08-04,No
L40593,U44634,C361,Sci-Fi,180,2023-06-20,Yes
L40594,U37676,C21,Biography,55,2021-01-29,No
L40595,U46317,C540,Comedy,114,2019-04-13,Yes
L40596,U12274,C45,Horror,171,2022-09-19,No
L40597,U4452,C461,Biography,214,2019-09-28,Yes
L40598,U20459,C91,Drama,3,2021-11-13,No
L40599,U47144,C757,Biography,21,2023-01-13,Yes
L40600,U18230,C629,Drama,119,2019-11-07,No
L40601,U6866,C139,Horror,233,2023-12-04,Yes
L40602,U45627,C660,Drama,167,2021-06-21,No
L40603,U19932,C892,Action,165,2020-04-02,Yes
L40604,U4481,C557,Biography,144,2020-03-12,No
L40605,U45742,C903,Drama,12,2022-03-01,Yes
L40606,U35545,C990,Comedy,50,2022-03-31,No
L40607,U31834,C767,Comedy,132,2022-04-09,Yes
L40608,U36018,C628,Biography,124,2022-11-22,No
L40609,U8673,C596,Biography,237,2023-02-06,Yes
L40610,U45266,C892,Action,120,2019-11-16,No
L40611,U27798,C105,Drama,132,2021-05-16,Yes
L40612,U47887,C234,Comedy,202,2021-07-06,No
L40613,U29348,C422,Action,63,2021-01-25,Yes
L40614,U43993,C961,Action,29,2022-08-22,No
L40615,U37260,C562,Action,164,2019-10-11,Yes
L40616,U18871,C45,Horror,129,2021-10-09,No
L40617,U17521,C712,Horror,86,2019-04-20,Yes
L40618,U29399,C762,Drama,100,2022-01-22,No
L40619,U33024,C15,Drama,212,2021-01-15,Yes
L40620,U16455,C67,Comedy,5,2022-01-31,No
L40621,U36848,C784,Action,119,2022-11-01,Yes
L40622,U49011,C956,Sci-Fi,32,2022-07-30,No
L40623,U39357,C303,Comedy,54,2024-02-08,Yes
L40624,U11910,C382,Horror,60,2019-02-03,No
L40625,U26678,C408,Sci-Fi,89,2023-05-30,Yes
L40626,U40048,C691,Sci-Fi,126,2022-03-08,No
L40627,U12957,C812,Action,43,2021-02-08,Yes
L40628,U33555,C847,Action,105,2021-05-05,No
L40629,U3751,C798,Sci-Fi,108,2019-08-08,Yes
L40630,U12814,C506,Biography,81,2022-09-17,No
L40631,U36099,C183,Comedy,73,2019-09-17,Yes
L40632,U46992,C65,Biography,207,2021-08-10,No
L40633,U33766,C754,Biography,208,2020-11-23,Yes
L40634,U43021,C424,Drama,64,2022-09-02,No
L40635,U16031,C189,Action,8,2020-11-08,Yes
L40636,U23408,C54,Biography,178,2023-05-22,No
L40637,U30737,C594,Drama,97,2020-07-16,Yes
L40638,U5269,C856,Horror,236,2019-09-25,No
L40639,U28467,C300,Action,78,2023-01-17,Yes
L40640,U30948,C85,Biography,13,2020-12-03,No
L40641,U24187,C730,Horror,32,2019-12-17,Yes
L40642,U23331,C442,Biography,234,2020-10-11,No
L40643,U25892,C738,Comedy,221,2021-08-23,Yes
L40644,U9584,C345,Drama,203,2019-06-24,No
L40645,U30344,C338,Horror,54,2021-07-14,Yes
L40646,U32834,C999,Action,23,2020-01-04,No
L40647,U3331,C915,Drama,141,2022-07-20,Yes
L40648,U16891,C216,Biography,81,2023-04-11,No
L40649,U23702,C371,Action,33,2019-12-09,Yes
L40650,U48494,C252,Drama,207,2021-03-12,No
L40651,U25191,C941,Drama,40,2021-10-08,Yes
L40652,U10749,C158,Sci-Fi,21,2019-12-31,No
L40653,U29622,C291,Horror,227,2021-06-19,Yes
L40654,U1123,C168,Horror,84,2019-12-07,No
L40655,U16870,C575,Drama,153,2020-05-02,Yes
L40656,U15064,C437,Biography,24,2023-07-04,No
L40657,U46906,C283,Action,153,2019-06-30,Yes
L40658,U9313,C285,Biography,148,2020-03-26,No
L40659,U13911,C352,Action,51,2022-02-16,Yes
L40660,U46342,C168,Horror,227,2019-10-31,No
L40661,U11749,C372,Horror,143,2020-06-16,Yes
L40662,U26912,C609,Action,127,2019-02-28,No
L40663,U39659,C822,Biography,130,2022-10-09,Yes
L40664,U12154,C438,Horror,142,2019-12-08,No
L40665,U30864,C855,Biography,218,2022-06-16,Yes
L40666,U10186,C311,Comedy,18,2019-10-05,No
L40667,U49629,C827,Biography,123,2019-01-31,Yes
L40668,U27392,C625,Sci-Fi,185,2020-10-24,No
L40669,U42125,C643,Biography,31,2022-05-03,Yes
L40670,U27909,C690,Comedy,18,2019-05-27,No
L40671,U37069,C454,Drama,139,2019-03-26,Yes
L40672,U30537,C333,Horror,145,2022-08-05,No
L40673,U5664,C680,Action,51,2019-08-12,Yes
L40674,U43539,C580,Sci-Fi,157,2023-12-15,No
L40675,U39586,C878,Sci-Fi,171,2019-12-22,Yes
L40676,U20168,C797,Drama,69,2023-02-03,No
L40677,U36948,C362,Drama,173,2020-08-25,Yes
L40678,U31099,C686,Sci-Fi,152,2019-04-22,No
L40679,U21104,C573,Horror,11,2023-01-26,Yes
L40680,U21374,C975,Drama,138,2021-12-23,No
L40681,U16147,C975,Drama,55,2020-07-31,Yes
L40682,U45421,C125,Comedy,120,2022-07-01,No
L40683,U26944,C523,Drama,204,2021-01-15,Yes
L40684,U32846,C49,Drama,224,2020-01-02,No
L40685,U44785,C534,Drama,168,2021-02-16,Yes
L40686,U2999,C775,Biography,141,2021-01-02,No
L40687,U22307,C880,Action,47,2019-02-06,Yes
L40688,U48031,C480,Sci-Fi,96,2021-01-18,No
L40689,U21568,C40,Horror,231,2022-02-22,Yes
L40690,U41867,C922,Sci-Fi,119,2020-11-17,No
L40691,U26128,C219,Horror,188,2023-03-21,Yes
L40692,U37910,C297,Biography,40,2020-12-06,No
L40693,U24136,C96,Horror,222,2022-06-25,Yes
L40694,U17633,C88,Sci-Fi,225,2021-07-19,No
L40695,U42871,C955,Horror,117,2021-02-12,Yes
L40696,U28749,C859,Drama,51,2020-05-01,No
L40697,U12444,C31,Sci-Fi,2,2022-03-19,Yes
L40698,U8070,C838,Biography,152,2021-01-17,No
L40699,U24619,C717,Drama,38,2022-03-25,Yes
L40700,U5450,C840,Biography,97,2021-12-31,No
L40701,U12514,C164,Biography,96,2019-10-19,Yes
L40702,U40548,C864,Sci-Fi,16,2019-03-12,No
L40703,U14591,C471,Comedy,150,2022-01-24,Yes
L40704,U20014,C873,Sci-Fi,198,2022-02-15,No
L40705,U46358,C599,Action,21,2024-03-21,Yes
L40706,U24945,C575,Drama,98,2020-01-06,No
L40707,U31087,C956,Sci-Fi,112,2019-02-09,Yes
L40708,U35094,C836,Action,46,2020-12-11,No
L40709,U45031,C4,Sci-Fi,82,2020-02-05,Yes
L40710,U19699,C34,Action,57,2020-01-03,No
L40711,U47778,C594,Drama,34,2022-04-08,Yes
L40712,U34576,C499,Drama,164,2021-09-18,No
L40713,U16963,C155,Comedy,59,2020-08-23,Yes
L40714,U30159,C35,Biography,40,2019-12-31,No
L40715,U12254,C326,Horror,31,2019-06-07,Yes
L40716,U36728,C909,Action,169,2021-04-11,No
L40717,U43008,C614,Drama,29,2020-08-23,Yes
L40718,U36510,C797,Drama,206,2021-09-01,No
L40719,U19785,C15,Drama,112,2021-12-14,Yes
L40720,U558,C623,Comedy,115,2019-05-22,No
L40721,U32950,C828,Sci-Fi,47,2020-10-23,Yes
L40722,U23188,C806,Biography,146,2020-04-28,No
L40723,U23360,C904,Comedy,144,2021-12-26,Yes
L40724,U22728,C663,Biography,198,2022-06-13,No
L40725,U5623,C108,Biography,167,2023-01-03,Yes
L40726,U32945,C4,Sci-Fi,205,2019-04-18,No
L40727,U14259,C355,Sci-Fi,171,2019-07-07,Yes
L40728,U30609,C862,Sci-Fi,186,2021-06-22,No
L40729,U46245,C369,Horror,136,2020-03-20,Yes
L40730,U46477,C717,Drama,225,2021-09-20,No
L40731,U49616,C522,Drama,227,2023-02-16,Yes
L40732,U36889,C79,Horror,58,2022-02-16,No
L40733,U87,C292,Biography,111,2019-11-05,Yes
L40734,U42903,C416,Drama,166,2023-05-31,No
L40735,U34770,C908,Comedy,153,2022-10-15,Yes
L40736,U32525,C618,Biography,75,2019-01-19,No
L40737,U31175,C558,Comedy,40,2023-01-28,Yes
L40738,U27272,C632,Action,56,2021-04-14,No
L40739,U38533,C739,Action,102,2021-12-17,Yes
L40740,U7739,C76,Comedy,96,2019-10-06,No
L40741,U8372,C95,Drama,172,2021-06-24,Yes
L40742,U18753,C161,Sci-Fi,219,2020-02-03,No
L40743,U28936,C942,Horror,136,2024-03-26,Yes
L40744,U5315,C757,Biography,200,2021-08-24,No
L40745,U28882,C895,Comedy,114,2019-11-06,Yes
L40746,U27195,C950,Horror,25,2020-07-12,No
L40747,U15508,C87,Sci-Fi,220,2021-03-30,Yes
L40748,U26454,C721,Action,60,2022-05-11,No
L40749,U994,C770,Action,22,2020-05-28,Yes
L40750,U6340,C942,Horror,40,2024-03-26,No
L40751,U21681,C36,Drama,31,2024-08-06,Yes
L40752,U27130,C545,Drama,137,2019-02-10,No
L40753,U33721,C601,Action,226,2020-06-06,Yes
L40754,U9130,C483,Action,179,2020-08-03,No
L40755,U37536,C188,Drama,81,2021-03-19,Yes
L40756,U12040,C850,Drama,21,2022-01-05,No
L40757,U20850,C24,Sci-Fi,160,2022-11-02,Yes
L40758,U34271,C822,Biography,42,2022-01-01,No
L40759,U18763,C179,Horror,43,2019-03-26,Yes
L40760,U4008,C708,Drama,195,2019-12-01,No
L40761,U10923,C225,Comedy,210,2023-01-05,Yes
L40762,U43493,C661,Horror,211,2019-01-24,No
L40763,U2463,C568,Comedy,91,2019-05-29,Yes
L40764,U39012,C107,Drama,229,2022-10-03,No
L40765,U22635,C483,Action,142,2022-12-12,Yes
L40766,U45810,C651,Drama,12,2022-08-15,No
L40767,U4203,C590,Sci-Fi,55,2022-04-06,Yes
L40768,U10895,C755,Drama,20,2023-01-25,No
L40769,U47260,C384,Comedy,215,2020-03-06,Yes
L40770,U38457,C263,Biography,56,2021-12-26,No
L40771,U43618,C295,Biography,32,2022-02-05,Yes
L40772,U15232,C642,Horror,89,2021-12-04,No
L40773,U25826,C157,Comedy,123,2020-05-04,Yes
L40774,U14199,C450,Biography,221,2022-08-17,No
L40775,U17738,C496,Drama,59,2020-07-28,Yes
L40776,U18861,C936,Comedy,226,2019-04-15,No
L40777,U48982,C432,Biography,87,2022-04-14,Yes
L40778,U41195,C97,Sci-Fi,126,2022-04-26,No
L40779,U2254,C763,Biography,117,2020-09-03,Yes
L40780,U10121,C990,Comedy,104,2021-02-03,No
L40781,U1760,C816,Action,17,2022-10-25,Yes
L40782,U44722,C322,Drama,200,2020-11-20,No
L40783,U10949,C333,Horror,162,2022-08-05,Yes
L40784,U14981,C471,Comedy,98,2022-01-24,No
L40785,U13779,C79,Horror,38,2019-09-24,Yes
L40786,U19724,C337,Horror,34,2019-07-14,No
L40787,U32644,C239,Comedy,91,2021-05-05,Yes
L40788,U45940,C868,Biography,109,2020-06-17,No
L40789,U27799,C425,Sci-Fi,53,2020-08-09,Yes
L40790,U29341,C694,Comedy,74,2021-10-16,No
L40791,U43184,C95,Drama,1,2022-09-10,Yes
L40792,U33809,C926,Comedy,113,2022-03-02,No
L40793,U16032,C253,Comedy,180,2022-10-18,Yes
L40794,U47408,C451,Drama,226,2020-12-23,No
L40795,U7230,C11,Horror,59,2019-02-10,Yes
L40796,U27324,C905,Biography,177,2020-06-04,No
L40797,U4096,C71,Sci-Fi,62,2020-02-27,Yes
L40798,U32209,C980,Sci-Fi,19,2020-03-22,No
L40799,U40904,C802,Horror,63,2020-09-26,Yes
L40800,U31901,C856,Horror,73,2019-12-20,No
L40801,U7099,C743,Biography,111,2020-08-10,Yes
L40802,U24699,C913,Biography,212,2019-04-15,No
L40803,U1714,C231,Drama,72,2019-02-16,Yes
L40804,U46779,C555,Drama,43,2022-11-02,No
L40805,U40975,C17,Sci-Fi,164,2021-02-20,Yes
L40806,U46903,C955,Horror,202,2019-12-15,No
L40807,U6606,C312,Sci-Fi,58,2021-07-28,Yes
L40808,U49327,C108,Biography,1,2022-07-07,No
L40809,U44907,C405,Horror,80,2021-04-25,Yes
L40810,U35178,C141,Comedy,103,2020-05-23,No
L40811,U2461,C812,Action,98,2022-12-23,Yes
L40812,U16317,C694,Comedy,172,2020-02-28,No
L40813,U37421,C811,Horror,95,2020-04-12,Yes
L40814,U28678,C422,Action,20,2020-01-12,No
L40815,U25932,C950,Horror,88,2022-08-12,Yes
L40816,U14619,C411,Biography,19,2022-05-17,No
L40817,U29596,C960,Biography,239,2021-02-27,Yes
L40818,U45477,C346,Comedy,212,2021-06-20,No
L40819,U41101,C969,Action,186,2021-12-12,Yes
L40820,U37955,C664,Comedy,215,2020-02-19,No
L40821,U33694,C603,Biography,182,2020-05-24,Yes
L40822,U17562,C991,Drama,77,2023-04-11,No
L40823,U34114,C671,Biography,114,2020-09-09,Yes
L40824,U12100,C116,Drama,231,2022-03-04,No
L40825,U34487,C677,Biography,109,2022-08-08,Yes
L40826,U21142,C250,Drama,34,2021-10-22,No
L40827,U23718,C250,Drama,162,2022-10-30,Yes
L40828,U38235,C752,Drama,10,2021-04-23,No
L40829,U33583,C79,Horror,135,2019-09-07,Yes
L40830,U30633,C21,Biography,66,2022-09-10,No
L40831,U15371,C737,Sci-Fi,224,2021-07-07,Yes
L40832,U43035,C238,Comedy,65,2020-07-05,No
L40833,U34112,C481,Drama,179,2020-05-02,Yes
L40834,U43014,C842,Comedy,126,2019-12-18,No
L40835,U34505,C164,Biography,212,2021-09-20,Yes
L40836,U4498,C381,Biography,191,2019-11-05,No
L40837,U4291,C679,Sci-Fi,230,2020-09-07,Yes
L40838,U14277,C57,Horror,203,2019-08-13,No
L40839,U21416,C127,Sci-Fi,208,2020-03-24,Yes
L40840,U24564,C160,Comedy,148,2023-09-25,No
L40841,U43587,C255,Drama,186,2020-07-14,Yes
L40842,U21195,C631,Sci-Fi,157,2022-02-11,No
L40843,U6263,C741,Horror,166,2021-11-03,Yes
L40844,U23078,C493,Action,1,2020-05-10,No
L40845,U24470,C1000,Action,202,2024-05-11,Yes
L40846,U9748,C324,Action,222,2021-02-23,No
L40847,U7677,C153,Comedy,98,2020-07-02,Yes
L40848,U32841,C641,Sci-Fi,38,2022-04-21,No
L40849,U46065,C382,Horror,209,2019-09-17,Yes
L40850,U16173,C80,Action,123,2020-05-14,No
L40851,U12636,C633,Horror,119,2021-09-12,Yes
L40852,U32128,C893,Biography,59,2020-09-12,No
L40853,U13416,C551,Biography,66,2021-04-17,Yes
L40854,U47874,C83,Horror,86,2021-06-09,No
L40855,U48385,C4,Sci-Fi,68,2022-08-21,Yes
L40856,U9342,C992,Action,54,2020-02-22,No
L40857,U47538,C817,Sci-Fi,200,2023-02-19,Yes
L40858,U39167,C165,Horror,53,2021-11-01,No
L40859,U49461,C595,Comedy,100,2020-04-25,Yes
L40860,U14268,C549,Comedy,117,2019-02-13,No
L40861,U36919,C266,Sci-Fi,218,2022-03-17,Yes
L40862,U1195,C935,Comedy,157,2020-06-25,No
L40863,U4154,C191,Action,21,2022-12-29,Yes
L40864,U11775,C574,Biography,159,2022-10-16,No
L40865,U10750,C208,Sci-Fi,129,2019-02-07,Yes
L40866,U16277,C243,Biography,29,2020-02-17,No
L40867,U35109,C452,Comedy,113,2022-05-18,Yes
